cohort_variable,cohort_definition,matched_top_1_cdm_definition,matched_top_1_cdm_variable,matched_top_1_similarity,in_top_1
Demographic.Ever been diagnosed with Parkinsons Disease,Parkinsons Diagnosis,"A progressive degenerative disorder of the central nervous system characterized by loss of dopamine producing neurons in the substantia nigra and the presence of Lewy bodies in the substantia nigra and locus coeruleus. Signs and symptoms include tremor which is most pronounced during rest, muscle rigidity, slowing of the voluntary movements, a tendency to fall back, and a mask-like facial expression.",Parkinson’s Disease,0.4780449928052471,True
Image.PET.Amyloid.PIB_NAV.Status,Amyloid status for PiB,Pittsburgh Compound-B Positron Emission Tomography,PiB PET,0.585122621436089,True
Image.PET.Amyloid.Florbetapir.Status,Amyloid status for Florbetapir,Florbetapir F18 Positron Emission Tomography,AV45 PET,0.6588889179833226,True
Medical History.Stroke,Stroke,A sudden loss of neurological function secondary to hemorrhage or ischemia in the brain parenchyma due to a vascular event.,Stroke,0.48324422666167766,True
Medical History.Diabetes,Diabetes,A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization.,Diabetes,0.5397824115605513,True
Medical History.Visual Defects,Visual Defects,"Tests to assess the ability to focus on and discern objects, colors, depth, etc.",Vision,0.4502693248753916,True
Medical History.Cancer,Cancer,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",Cancer,0.37219080143443034,True
Medical History.History of Falls,Falls,"A sudden movement downward, usually resulting in injury. [ NCI ]",Fall,0.40673959270794463,True
Medical History.Kidney Disease,Kidney Disease,Medical history pertaining to the kidney,Renal,0.6131677829680319,True
Medical History.Serious Head Injury,Serious Head Injury,Trauma to the brain.,Traumatic Brain Injury,0.6204354387178418,False
Medical History.Neurological Disorders,Neurological Disorder,Medical history pertaining to nerves or the nervous system.,Neurological Disorder (Other than AD),0.4460544372942199,True
Medical History.Depression,Depression,"An emotional state characterized by feelings of sadness, emptiness, and/or tearfulness.",Depressed Mood,0.525560332068977,False
Medical History.Anxiety,Anxiety,"A feeling of worry, nervousness, or unease about something with an uncertain outcome.",Anxiety,0.5996936491443102,True
Medical History.Ever have an alcoholic drink,Ever had an alcoholic drink?,"Consumption of liquids containing ethanol, including the behaviors associated with drinking the alcohol.",Alcohol,0.3937334382538373,True
Medical History.How often,How often take a drink?,"The use of alcoholic beverages to excess, either on individual occasions (\binge drinking\) or as a regular practice.",Alcohol Abuse,0.42494903621497926,True
Neuropsych.MMSE,Total score.,Functional Activities Questionnaire (FAQ) Total Score.,Functional Activities Questionnaire (FAQ),0.5392364780463746,False
Neuropsych.Total fwd + bk,Digital Span Test,"A neuropsychological test of visual attention and task switching that requires a subject to connect a sequence of 25 consecutive targets. It provides an easy to administer and reliable assessment of attention, sequencing, cognition, visual search, and motor function.",Trail Making Test (TMT) A,0.3972740046176554,False
Neuropsych.Recall RAW (LMII),Logical Memory Test Raw 2,A test to assess the visual memory.,Landscape Test,0.4269792515006245,False
Neuropsych.FAS (total),Controlled Oral Word Association Test Total,"Alzheimer's Disease Assessment Scale-Cognitive CDISC Version (ADAS-Cog CDISC Version) Word recognition task for word 11 Trials 1, 2, 3.",Alzheimer's Disease Assessment Scale 11-item (ADAS11),0.4573679407118959,False
Neuropsych.Animals + Names (RAW),Animal + Names Raw score,Functional Activities Questionnaire (FAQ) Total Score.,Functional Activities Questionnaire (FAQ),0.3730224395110342,False
Neuropsych.Clock Score,Clock Score,A test of the ability of an individual to accurately place the numbers and hands of a clock in their usual and specified positions.,Clock Drawing Test,0.44049049193410833,True
Neuropsych.CDR score,CDR Global,Right_GC-ML-DG,Right GC-ML-DG Volume,0.47198758056950046,False
Neuropsych.CDR Sum of Boxes,Sum Of Boxes,Clinical Dementia Rating (CDR) Sum of Boxes.,Clinical Dementia Rating Scale Sum of Boxes (CDRSB),0.5055188969178963,True
Neuropsych.HADS (D),Depression Total,Hospital Anxiety and Depression Scale (HADS) Total score depression.,Hospital Anxiety and Depression Scale (HADs) (Anxiety),0.5052221761331701,False
Neuropsych.HADS (A),Anxiety Total,Hospital Anxiety and Depression Scale (HADS) Total score depression.,Hospital Anxiety and Depression Scale (HADs) (Depression),0.5538447760328784,False
Vital Signs.Height,Height,The vertical measurement or distance from the base to the top of an object; the vertical dimension of extension.,Height,0.5036526132630355,True
Vital Signs.Weight,Weight,The vertical force exerted by a mass as a result of gravity.,Weight,0.40120329040351016,True
Vital Signs.Heart rate,Heart rate,"The number of heartbeats per unit of time, usually expressed as beats per minute.",Heart Rate,0.5791730641476949,True
Vital Signs.Body Mass Index,Body Mass Index,An individual's weight in kilograms divided by the square of the height in meters.,BMI,0.5497045366076339,True
Physical Activity.Days per week doing vigorous activity during leisure time,"As part of Recreation, sport and leisure, time spent doing vigorous activity answered in days per week","Functional Activities Questionnaire (FAQ) Playing a game of skill, working on a hobby.","FAQ - Play Game of Skill, Work on Hobby",0.4275517103270044,False
